objectId,admin3_code,admin2_code,ACL,admin1_code,name,dem,latitude,population,updatedAt,alternatenames,longitude,feature_class,modification_date,cc2,country_code,feature_code,geonameid,ascii_name,timezone,createdAt,elevation
DoCNYgbKXI,,289,null,26,R_n_r B_z_r,23,23.83463,11810,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,91.36614,P,10/14/14,,IN,PPL,1258447,Ranir Bazar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
3El2F3TUcS,,374,null,21,Raurkela,195,22.22496,536450,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"RRK,Raurkela,Raurkella,Roukela,Rourella,Rourkela,Rourkera,Rurkela,lu ji la,ra'urakela,ravurkela,rurakela,rwrkla,rxr ke la,_______,______,________,_______,________,_______,________,__________,________,________,___",84.86414,P,9/13/17,,IN,PPL,1258315,Raurkela,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
gKDR4zOqJx,,364,null,38,R_y,431,23.6843,5949,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,85.05457,P,8/2/17,,IN,PPL,1258293,Ray,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
dyHFaGGGUO,,64,null,39,R_nikhet,1804,29.64082,19873,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ranikhet,Rawikhet,R_nikhet,R_n_khet,R_wikhet",79.43229,P,10/4/15,,IN,PPL,1258455,Ranikhet,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
JjbP8y6tNS,,193,null,36,Rasr_,72,25.8576,31876,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rasra,Rasr_",83.85487,P,8/7/15,,IN,PPL,1258380,Rasra,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
h6TGBFzbRb,,432,null,35,Ratangarh,441,24.81667,7494,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Ratangarh,75.11667,P,10/14/14,,IN,PPL,1258367,Ratangarh,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
sDJrDIOczA,,156,null,36,Ras_l_b_d,131,26.74491,7800,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,80.49012,P,10/14/14,,IN,PPL,1258375,Rasulabad,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
rohaLSaqWC,,168,null,36,R_th,171,25.59474,61728,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rata,Rath,R_th,____",79.5666,P,8/7/15,,IN,PPL,1258352,Rath,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
P0rS7GGEZc,,166,null,36,R_n_pur,222,25.25034,18820,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ranipur,R_n_pur",79.06204,P,8/7/15,,IN,PPL,1258449,Ranipur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
0YW5j0PzXA,,,null,29,Rangpo,307,27.17733,4026,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rangpo,Rongphu,Rungpo",88.53358,P,9/6/12,,IN,PPL,1258484,Rangpo,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
mOChYzhng9,,102,null,24,Ratangarh,312,28.08137,66625,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,74.61854,P,10/14/14,,IN,PPL,1258366,Ratangarh,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
7sj5GALOOX,,478,null,9,R_n_v_v,29,21.68734,26011,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ranavav,Ranawao,R_n_v_v,R_n_w_o",69.74485,P,10/13/14,,IN,PPL,1258534,Ranavav,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
2wkRoDrcjM,,468,null,9,R_par,65,23.57267,21507,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rapar,R_par",70.64718,P,10/13/14,,IN,PPL,1258406,Rapar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
KbPm8OSeou,,364,null,38,Ranchi,643,23.34316,846454,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"IXR,Ranchi,Ranci,Rancis,Rancsi,Ran_i,Ran_is,R�ncs�,R�__�,R_nchi,R_nch_,lan qi,lanchi,raci,ramci,ranchi,ranchy,ranci,ranci jilla,ranshy,r_nzy,_____,_____,_____,_____,_____,_____,_____,_____,_____ ______,_____,____,_____,_____,______,______,_____,_____,______,_____,_____,__,__",85.3094,P,3/16/19,,IN,PPLA,1258526,Ranchi,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
zKA1tRK6ya,,335,null,28,R_n_ganj,103,23.6164,131261,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ranigandzhe,Raniganj,R_n_ganj,__________",87.13061,P,10/14/14,,IN,PPL,1258470,Raniganj,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
ikR68bCQ8E,,306,null,3,Rang_p_ra,91,26.83772,18739,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rangapara,Rang_p_ra",92.66876,P,10/13/14,,IN,PPL,1258501,Rangapara,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
FWtBv84LFG,,609,null,25,Rasipuram,234,11.46009,48950,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rasipur,Rasipuram,R_sipuram,R_s_pur",78.18635,P,10/14/14,,IN,PPL,1258386,Rasipuram,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
nCYPAoXPXI,,564,null,19,R_n_bennur,579,14.62239,99105,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ranibennur,Renibennur,R_n_bennur",75.62951,P,6/10/20,,IN,PPL,1258474,Ranibennur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
ywGf1XPonu,,118,null,24,R_ni,281,25.35031,13572,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rani,R_ni",73.30885,P,10/14/14,,IN,PPL,1258478,Rani,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
DDQcuFMiQv,,321,null,3,Rangia,62,26.44931,26388,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ranga Nadi,Rangia,Rangiya,Rang_ Nad_",91.61356,P,10/13/14,,IN,PPL,1258492,Rangia,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
n6PId83iU1,1258340,528,null,16,Ratnagiri,66,16.99154,75986,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"RTC,Ratnagiri,Ratn_giri,Rutnagherry,irattinakiri,la te na ji li,ratnagiri,rtnagry,_________,_______,________,_________,__________,________,_________,________,___________,_________,_____",73.31022,P,10/14/14,,IN,PPLA3,1258338,Ratnagiri,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
GhsyDfHZYB,,464,null,35,R_n_pur,377,22.64704,10675,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ranapur,R_napur,R_n_pur",74.52118,P,10/4/15,,IN,PPL,1258537,Ranapur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
EYGjSYNWcm,,334,null,28,Rampur Hat,42,24.17737,53468,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,87.78275,P,10/14/14,,IN,PPL,1258581,Rampur Hat,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
JdpifJhTap,,336,null,28,R_n_gh_t,17,23.17623,70984,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ranaghat,R_n_gh_t",88.56667,P,10/14/14,,IN,PPL,1258546,Ranaghat,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
c8S6FV9iYt,,432,null,35,R_mpura,411,24.467,18495,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rampura,R_mpura",75.43996,P,3/10/16,,IN,PPL,1258592,Rampura,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
6JF25EFO4t,,26,null,11,R_mpur,992,31.44943,6206,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rampur,Rampur Bushahr,R_mpur,______",77.63087,P,6/10/20,,IN,PPL,1258596,Rampur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
9PFCN7qBuK,,46,null,23,R_mpura,218,30.256,45639,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,75.24116,P,5/6/15,,IN,PPL,1258584,Rampura,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
Z8XHQrIHz4,,165,null,36,R_mpura,149,26.34967,11347,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rampura,R_mpura",79.18234,P,11/8/15,,IN,PPL,1258590,Rampura,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
giHc2oiqYu,,132,null,36,R_mpur,270,29.8062,26257,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,77.45251,P,4/8/15,,IN,PPL,1258598,Rampur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
RjAwGO5C51,,505,null,16,R_mtek,336,21.39562,23404,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramtek,R_mtek,______",79.32725,P,8/7/15,,IN,PPL,1258553,Ramtek,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
xK2HkCcM8L,,136,null,36,R_mpur,196,28.81014,296418,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rampur,R_mpur",79.02699,P,6/7/15,,IN,PPL,1258599,Rampur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
wiMCwWaZB2,,19,null,12,R_mnagar,829,32.80728,8166,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramnagar,R_mnagar",75.31119,P,10/13/14,,IN,PPL,1258635,Ramnagar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
H6gI6Uzdpx,,176,null,36,R_mnagar,119,27.08499,13490,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramnagar,R_mnagar",81.40575,P,2/21/19,,IN,PPL,1258640,Ramnagar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
DomcRj4EU9,,203,null,34,R_mnagar,100,27.16371,43497,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramnagar,R_mnagar",84.32342,P,10/4/15,,IN,PPL,1258639,Ramnagar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
b716sVPEL6,,127,null,24,R_mganj Mandi,362,24.64648,35754,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramganj Mandi,R_mganj Mandi",75.94325,P,10/14/14,,IN,PPL,1258692,Ramganj Mandi,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
imCfvfCpFd,,534,null,40,R_mgundam,148,18.80084,452261,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramagundam,Ramgundam,R_mgundam,ramagundam,________",79.45206,P,10/10/14,,IN,PPL,1258662,Ramgundam,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
9vPyycryG7,,6,null,12,R_mgarh,1373,33.40379,4945,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramgarh,R_mgarh",74.22388,P,2/21/19,,IN,PPL,1258669,Ramgarh,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
ZcjEgjTJc3,,189,null,36,R_mkola,90,26.90172,13949,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramkola,R_mkola",83.83758,P,9/6/15,,IN,PPL,1258652,Ramkola,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
MrMATwEPEA,,111,null,24,R_mgarh,408,27.25097,29834,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramgarh,R_mgarh",75.17893,P,10/14/14,,IN,PPL,1258677,Ramgarh,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
TsrV7WPDQW,,388,null,21,Rambha,1,19.51667,11276,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Rambha,85.1,P,10/14/14,,IN,PPL,1258714,Rambha,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
GueK2EO8LU,,49,null,23,R_m D_s,238,31.96739,6190,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,74.9087,P,9/6/15,,IN,PPL,1258708,Ram Das,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
FiTaiy5B4z,,66,null,39,R_mnagar,364,29.3925,51244,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramnagar,R_mnagar",79.1283,P,10/4/15,,IN,PPL,1258637,Ramnagar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
4xlxcMZBFD,,197,null,36,R_mnagar,84,25.26907,44277,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramnagar,R_mnagar",83.02971,P,3/10/16,,IN,PPL,1258642,Ramnagar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
gIRWooSRAL,,344,null,28,R_mj_banpur,29,22.82815,18318,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramjibanpur,R_mj_banpur",87.60888,P,10/14/14,,IN,PPL,1258658,Ramjibanpur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
TICMbCHYUj,,361,null,38,R_mgarh,339,23.6303,83833,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramgarh,R_mgarh",85.52156,P,8/2/17,,IN,PPL,1258686,Ramgarh,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
RdtFrHg5OL,,584,null,19,Closepet,695,12.72181,93528,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Closepet,Ramanagaram,R_managaram,___________",77.28149,P,9/8/16,,IN,PPL,1258744,Closepet,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
E2HAQZUQry,,554,null,2,R_m_puram,283,13.10091,31169,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,79.1841,P,1/4/17,,IN,PPL,1258726,Ramapuram,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
1ELZB3dMBL,,401,null,37,R_m_nuj Ganj,436,23.80637,10701,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramanuj Ganj,R_m_nuj Ganj",83.69981,P,7/4/16,,IN,PPL,1258731,Ramanuj Ganj,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
0tqOORDEGP,,626,null,25,Ramanathapuram,10,9.37158,65314,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramanathapuram,Ramanatkhapuram,Ramanatkhapurama,Ramanthapuram,Ramnad,R_man_thapuram,iramanatapuram,la ma na ta pu la mu,ramanatapuramu,ramanathapuram,ramanathapurama,ramanthapurama,______________,_______________,__________,___________,__________,__________,__________,____________,_________,_______",78.83077,P,10/14/14,,IN,PPL,1258740,Ramanathapuram,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
u23RsIgcza,,17,null,12,R_mban,724,33.24278,7317,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramban,R_mban",75.23513,P,9/6/15,,IN,PPL,1258715,Ramban,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
rHudBy9QiU,,509,null,16,R_j_ra,193,19.77947,28881,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rajura,R_j_ra",79.36459,P,11/8/15,,IN,PPL,1258786,Rajura,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
2993KUE8Go,,123,null,24,R_jsamand,548,25.07145,63414,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rajsamand,R_jsamand",73.8798,P,10/14/14,,IN,PPL,1258797,Rajsamand,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
QHU0kMAfbY,,480,null,9,R_jula,47,21.03854,34652,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rajula,R_jula",71.44345,P,10/13/14,,IN,PPL,1258795,Rajula,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
jeh4u925II,,510,null,16,R_jur,221,20.11087,11934,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rajur,R_jur",78.89311,P,8/7/15,,IN,PPL,1258788,Rajur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
JASqNYfdPA,,625,null,25,Rameswaram,10,9.2885,39960,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rameshvaram,Ramesvaram,Rameswaram,R�mesvaram,R_meswaram,iramecuvaram,la mei si wa la mu,ramesbarama,rameshuwaramu,ramesvaram,ramesvarama,ramesvarama sahara,ramesvarama tirtha,ramesvaramu,rameswarama,__________,_________,_________ _____,_________ ___,_________,_________,_________,___________,__________,__________,_________,__________,_________,______",79.31271,P,10/14/14,,IN,PPL,1258698,Rameswaram,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
SwTymiHB47,,425,null,35,R_jnagar,228,24.88929,13390,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rajnagar,R_jnagar",79.91178,P,8/7/15,,IN,PPL,1258835,Rajnagar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
eT0y5onwZj,,465,null,35,Rajpur,288,22.30393,26443,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Alirajpur,Rajpur,R_jpur",74.35568,P,9/6/15,,IN,PPL,1258815,Rajpur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
bmj6ZZFtxN,,48,null,23,R_jpura,273,30.47856,86820,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kajpura,Rajpura,R_jpura",76.59284,P,6/10/20,,IN,PPL,1258803,Rajpura,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
x9jQpIGRay,,595,null,13,R_mamangalam,32,9.93333,9999,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramamangalam,R_mamangalam",76.5,P,10/13/14,,IN,PPL,1258747,Ramamangalam,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
byAI7GBLj5,,441,null,35,Rajpur,231,21.94022,19396,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rajpur,R_jpur",75.13608,P,1/7/16,,IN,PPL,1258816,Rajpur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
83ZmKnXelX,,476,null,9,R_jkot,140,22.29161,1177362,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"RAJ,Radzhkot,Radzkot,Radzkotas,Rad_kot,Rad_kotas,Rajkot,R_jkot,rajikotto,_______,______",70.79322,P,3/17/17,,IN,PPL,1258847,Rajkot,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
NgnXmdoLVh,,487,null,9,R_jp_pla,45,21.86667,35392,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,73.5,P,10/13/14,,IN,PPL,1258819,Rajpipla,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
LV1Soz8kvj,,104,null,24,R_jgarh,314,27.23731,26953,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rajgarh,R_jgarh",76.62243,P,10/14/14,,IN,PPL,1258869,Rajgarh,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
2vsh5Ja2Kj,,521,null,16,R_jgurunagar,626,18.86667,18846,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rajgurunagar,R_jgurunagar",73.9,P,10/13/14,,IN,PPL,1258859,Rajgurunagar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
pnQaNhH5v4,,171,null,36,R_j_pur,111,25.38725,13962,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Majhgawan,Majhgaw_n,Rajapur,R_j_pur",81.15125,P,8/7/15,,IN,PPL,1258911,Rajapur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
dVK3d8yjVm,,545,null,2,R_machandrapuram,12,16.83636,42977,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramachandrapuram,R_machandrapuram",82.02871,P,10/10/14,,IN,PPL,1258756,Ramachandrapuram,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
BjPc0YYk5s,,32,null,11,R_jgarh,1524,30.85142,2865,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rajgarh,R_jgarh",77.30066,P,3/8/15,,IN,PPL,1258867,Rajgarh,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
F6kItkSFTW,,552,null,2,R_m_puram,462,15.28749,5961,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Ramapuram,Ram_puram,R_m_puram",77.86722,P,11/8/15,,IN,PPL,1258724,Ramapuram,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
a7N2hfxpUN,,442,null,35,R_jgarh,359,24.00826,26164,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,76.7325,P,10/14/14,,IN,PPL,1258875,Rajgarh,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
8e2PMogx5j,,408,null,37,R_j-N_ndgaon,306,21.09687,150755,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Raj Nandga,Raj Nandgaon,Raj-Nandgaon,R_j N_ndgaon,R_j-N_ndgaon",81.0289,P,6/10/20,,IN,PPL,1258831,Raj-Nandgaon,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
JlyZN1iwnf,,528,null,16,R_j_pur,74,16.65679,10718,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rajapur,R_j_pur",73.51701,P,10/13/14,,IN,PPL,1258914,Rajapur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
DHIm57Ls5g,,330,null,28,R_iganj,38,25.61281,170252,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Raiganj,Rayganj,R_iganj",88.12449,P,6/10/20,,IN,PPL,1259009,Raiganj,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
LoFAJDNGCJ,,,null,28,R_jmahal,34,25.05303,19711,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rajmahal,R_jmahal",87.83048,P,9/6/12,,IN,PPL,1258843,Rajmahal,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
obpSfvRSgF,,49,null,23,R_ja S_nsi,233,31.72021,12957,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Raja Sansi,R_ja S_nsi",74.8008,P,11/8/15,,IN,PPL,1258903,Raja Sansi,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
7jnuYAramF,,60,null,39,R_ipur,680,30.31097,27702,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Raipur,R_ipur",78.08979,P,6/7/15,,IN,PPL,1258967,Raipur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
MaNAUdWenN,,102,null,24,R_jgarh,240,28.64201,49583,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Sadulpur,rajagarha,______",75.38612,P,10/14/14,,IN,PPL,1258868,Rajgarh,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
CSTxMEZumi,,99,null,24,R_isinghnagar,166,29.53583,29626,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Raisinghnagar,R_isinghnagar",73.44917,P,10/14/14,,IN,PPL,1258950,Raisinghnagar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
EXX6OcJbTH,,438,null,35,R_jgarh,518,22.67821,17113,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rajgarh,R_jgarh",74.94483,P,10/4/15,,IN,PPL,1258876,Rajgarh,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
kVTMt5vQ1z,,6,null,12,Rajaori,924,33.37526,27792,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Rajaori,Rajauri,R_jaori,R_jauri,rajwary,rajwry,_______,______,______",74.3092,P,3/16/19,,IN,PPL,1258891,Rajaori,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
mXeT92hK32,,559,null,19,R_ich_r,402,16.20546,225962,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Raichur,Rajchur,R_ich_r,______",77.35567,P,8/7/15,,IN,PPL,1259012,Raichur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
IZ3ODRMWdt,,545,null,2,R_jahmundry,34,17.00517,304804,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"RJA,Radzhamandri,Rajahmondry,Rajahmundry,Rajamahendravaram,Rajamahendri,Rajamandri,R_jahmundry,R_jamahendravaram,rajamandri,___________,_________",81.77784,P,6/10/20,,IN,PPL,1258932,Rajahmundry,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
S5PDHr1kLC,,229,null,34,R_jg_r,85,25.02828,38348,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Radzhgir,Rajagriha,Rajgir,Rajgriha,R_jagriha,R_jg_r,_______",85.42079,P,6/10/20,,IN,PPL,1258864,Rajgir,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
